property_id,property_name,location,property_type,number_of_bedrooms,bedroom_size,amenities,seasonality,base_price,estimated_monthly_bookings,bathrooms,bed_type,cancellation_policy,cleaning_fee,host_response_rate,number_of_reviews,review_scores_rating,beds,neighborhood
10637,Exactly Sometimes,Lake Alexis,Villa,1,29.826058598262648,"['Parking', 'Gym', 'WiFi']",Summer,3335.820117509179,39,5,Double,Moderate,27.584323038748146,79,230,2,4,Downtown
63774,Next Because,Matthewland,Apartment,1,19.810893547690842,"['Kitchen', 'Gym', 'Air Conditioning', 'Swimming Pool', 'TV', 'Canal view', 'Waterfront', 'Parking', 'Garden view']",Summer,4039.800221830438,38,1,Single,Flexible,45.97351079845221,93,139,4,5,Waterfront
74418,Floor Mind,South Cheryl,Cottage,3,19.494567360879515,"['WiFi', 'TV', 'Garden view', 'Parking', 'Swimming Pool', 'Canal view', 'Kitchen']",Summer,586.6225221691969,62,4,King,Moderate,37.59317039651489,87,210,3,4,Downtown
56745,Require Enter,North Jennaborough,Villa,3,20.111463977800916,['Garden view'],Winter,3788.77670865992,92,6,King,Flexible,12.291863692069697,77,450,3,6,Waterfront
15504,Rather Blue,Douglasborough,Apartment,4,14.87244171267093,"['WiFi', 'Waterfront', 'Air Conditioning', 'TV', 'Swimming Pool']",Autumn,2463.3998615448145,55,5,Double,Strict,37.40563755862047,77,360,2,6,Mountain View
47438,Million Next,West Katherine,Cottage,4,23.821484171804762,"['Gym', 'Garden view', 'Swimming Pool', 'WiFi', 'Kitchen', 'Parking', 'Waterfront', 'Canal view', 'Air Conditioning']",Winter,1966.7040039645874,90,8,Double,Flexible,15.280975403168572,86,344,3,7,Mountain View
55293,Trip Always,Lake Lawrencehaven,House,2,21.854077643911324,"['Gym', 'Parking', 'Kitchen', 'Waterfront']",Summer,1985.067481395699,16,4,Double,Flexible,16.488345041836197,86,395,4,5,Mountain View
25866,Pm Various,Lake Matthewbury,Villa,2,28.987070884514917,"['Waterfront', 'Swimming Pool', 'Air Conditioning', 'Parking', 'Garden view', 'Kitchen', 'Gym', 'WiFi', 'TV']",Autumn,2217.1193118961864,81,3,Queen,Strict,42.397791220995316,87,402,3,3,Downtown
77490,Television Side,West Nicole,House,1,27.67704065789972,['Canal view'],Autumn,4265.579905536865,15,3,Queen,Moderate,13.48960143411881,98,38,5,3,Waterfront
19231,New Military,New Kimberlyfurt,Cottage,5,26.674620168444036,['Garden view'],Summer,2481.8277011091827,54,6,Queen,Flexible,10.638814337587759,89,284,3,6,Mountain View
39083,Today Agreement,Orrside,Apartment,5,29.62189087402644,"['Waterfront', 'Air Conditioning', 'Parking', 'Garden view', 'TV', 'WiFi', 'Swimming Pool', 'Gym', 'Canal view', 'Kitchen']",Winter,540.4110337564184,76,8,Double,Strict,24.445930168194494,52,83,5,8,Suburb
33071,Nor Impact,Josephburgh,Cottage,3,20.386139472930182,"['Garden view', 'Waterfront', 'WiFi', 'TV', 'Kitchen', 'Canal view', 'Swimming Pool', 'Air Conditioning', 'Gym', 'Parking']",Autumn,3219.826990871313,62,3,Single,Strict,23.680501919459186,65,233,4,7,Mountain View
61355,Instead Majority,Charlesbury,Villa,1,29.633226585926504,"['WiFi', 'Canal view', 'Kitchen', 'Air Conditioning', 'Gym', 'Waterfront', 'TV', 'Garden view']",Autumn,2419.8377403083837,38,5,Double,Strict,32.090650172688655,64,278,2,5,Suburb
86560,Still Each,Simmonsburgh,House,5,25.24781435494498,"['Kitchen', 'WiFi', 'Garden view', 'TV', 'Canal view']",Summer,2241.795520942202,36,8,Single,Flexible,30.568826350274758,85,322,3,9,Downtown
87756,Benefit Option,New Dennisburgh,Villa,5,26.746010720712754,"['Swimming Pool', 'Air Conditioning', 'WiFi']",Summer,674.2127583757136,34,5,King,Strict,24.18015322464782,62,331,1,9,Downtown
83942,Artist Believe,Lake David,Cottage,5,20.585485806998093,"['Canal view', 'Gym', 'Air Conditioning', 'Swimming Pool', 'WiFi']",Autumn,588.1584217284897,93,6,King,Flexible,12.192166681419355,92,109,1,7,Mountain View
39628,Coach Couple,North Christina,House,2,27.06690523039817,"['Air Conditioning', 'Kitchen']",Autumn,3870.0553190241426,88,5,Single,Moderate,46.24647286489176,92,165,4,5,Waterfront
18051,Raise Cover,Lake Charles,Villa,3,24.53574516788846,"['Kitchen', 'TV', 'Gym', 'Parking', 'WiFi', 'Waterfront', 'Canal view', 'Air Conditioning', 'Garden view']",Summer,656.8108349218592,10,7,King,Flexible,25.620897060294308,58,75,2,7,Waterfront
87856,Way Window,Vanessamouth,Villa,3,13.860482034469687,"['Kitchen', 'Parking', 'Canal view', 'Gym', 'WiFi', 'Garden view', 'Swimming Pool']",Winter,3989.837353282748,55,7,Double,Moderate,24.35644589436552,51,296,2,5,Downtown
10563,Half Prepare,Port Christina,Villa,2,15.072168757608003,"['Gym', 'Kitchen', 'Garden view', 'Canal view', 'Swimming Pool', 'Waterfront']",Summer,3187.3965451114354,56,3,Single,Moderate,14.095019290267965,75,6,4,6,Suburb
1576,Usually Reveal,East Julie,Villa,2,29.753130895942668,"['Gym', 'Swimming Pool', 'Garden view', 'Canal view', 'Kitchen', 'TV', 'Parking', 'Air Conditioning', 'WiFi', 'Waterfront']",Autumn,3826.4334833831936,33,2,Single,Moderate,43.5743938142394,85,28,1,5,Suburb
92721,Success Meeting,Leside,Cottage,3,14.165686378837739,"['Gym', 'Parking', 'Waterfront', 'Swimming Pool', 'Kitchen', 'Canal view', 'WiFi', 'TV', 'Garden view']",Summer,2093.4304552354633,88,4,King,Strict,36.70796580020081,98,18,4,5,Suburb
20727,Investment Behavior,Millerside,House,2,26.99472256344216,"['TV', 'Canal view', 'Garden view', 'Swimming Pool', 'Parking', 'Kitchen', 'Gym', 'Air Conditioning']",Summer,1741.293888135956,29,4,Double,Moderate,49.77486189532628,69,305,1,5,Downtown
50579,Structure Media,Lake Benjamin,Cottage,2,20.781927855264787,"['TV', 'Gym', 'WiFi', 'Garden view', 'Swimming Pool', 'Waterfront', 'Kitchen']",Summer,4488.499228068051,90,4,Queen,Strict,48.49616910104513,83,471,5,5,Waterfront
48277,Audience Policy,South Catherineberg,Cottage,3,10.934703735511786,"['TV', 'Waterfront', 'WiFi', 'Gym', 'Garden view', 'Kitchen', 'Parking', 'Canal view', 'Air Conditioning', 'Swimming Pool']",Autumn,246.3099872465485,58,5,Double,Moderate,25.150609661496574,93,390,1,7,Waterfront
25861,Case Money,Stevefort,Villa,1,21.457411991330247,"['Garden view', 'Swimming Pool']",Summer,3155.265423172725,73,1,Single,Strict,34.890830736813044,92,303,1,2,Downtown
81356,Green Write,New Amyfurt,Cottage,3,26.938399253188543,"['Canal view', 'TV', 'WiFi', 'Waterfront']",Autumn,2300.661547699664,73,5,Queen,Strict,37.10173515201919,52,369,3,4,Waterfront
25204,Red They,South James,Villa,2,29.97897731156991,['TV'],Summer,4782.338231380487,74,2,King,Strict,32.79216945054607,56,71,5,5,Downtown
8436,Entire Reduce,Robinsonstad,Apartment,1,13.694901208476178,"['Air Conditioning', 'Swimming Pool', 'Gym']",Autumn,285.2316854699536,47,1,King,Strict,24.94978100349542,81,404,2,3,Suburb
6694,Great Son,Billyton,Apartment,3,23.018861265852507,"['Kitchen', 'TV', 'Swimming Pool', 'Waterfront', 'Parking', 'Canal view', 'WiFi', 'Gym', 'Garden view']",Winter,1567.264145772183,97,5,Double,Strict,49.79802245157853,88,71,5,7,Mountain View
22835,Final Account,East Traceybury,Villa,2,12.893961728418464,"['Canal view', 'Gym', 'WiFi', 'Air Conditioning', 'Swimming Pool', 'TV', 'Kitchen']",Winter,1517.7208661833668,28,3,Single,Moderate,14.376119144362157,70,304,3,4,Downtown
66858,But Plant,East Dylanberg,House,2,15.44291517677925,"['Waterfront', 'Air Conditioning', 'Swimming Pool', 'Parking', 'Kitchen', 'Garden view', 'Gym']",Winter,1813.2294827837852,38,2,Queen,Flexible,37.55850036341338,50,47,3,3,Mountain View
8644,Attack Follow,Harrisbury,Villa,3,29.08255787144033,['Parking'],Winter,2081.278597952686,68,5,Queen,Strict,30.140617781757825,77,293,3,7,Downtown
42639,Partner Phone,Port Tracychester,House,2,29.664003203387523,"['Gym', 'Waterfront', 'Kitchen', 'WiFi', 'Swimming Pool', 'Canal view', 'TV', 'Air Conditioning', 'Garden view', 'Parking']",Summer,991.7911535404421,10,5,King,Moderate,40.019088952362786,53,188,5,4,Mountain View
47481,Pm Middle,Lake Timothy,House,5,22.306047881612216,"['Kitchen', 'Air Conditioning', 'TV', 'Waterfront', 'Garden view', 'Swimming Pool']",Winter,373.5490045009169,91,5,Single,Moderate,32.99626396771773,52,249,3,9,Waterfront
49237,Song Laugh,Josephside,Cottage,4,22.692444481141802,"['Swimming Pool', 'WiFi', 'Canal view', 'Gym', 'Garden view', 'TV', 'Kitchen', 'Parking', 'Waterfront', 'Air Conditioning']",Autumn,2047.0083404760014,85,6,Queen,Moderate,10.536600122995935,93,280,5,7,Mountain View
73452,Individual Project,Ericberg,Apartment,2,18.822440545289812,"['Kitchen', 'WiFi', 'Garden view', 'TV', 'Parking', 'Gym', 'Swimming Pool', 'Air Conditioning']",Autumn,3715.8123866604215,72,3,Double,Strict,38.69997794251945,77,219,5,6,Downtown
92333,Price Drive,Tyroneburgh,Villa,3,15.537350823564935,"['Air Conditioning', 'WiFi', 'Gym', 'Swimming Pool', 'Parking', 'Kitchen', 'Canal view']",Autumn,4457.705996559417,42,6,Single,Strict,36.601720556658364,60,412,1,7,Waterfront
41435,Politics Check,Kimberlymouth,Villa,4,23.650289457102943,"['Kitchen', 'WiFi', 'Air Conditioning', 'Swimming Pool', 'Canal view', 'Garden view', 'Gym', 'Waterfront', 'Parking']",Autumn,2001.7297538566738,29,8,Double,Flexible,46.802675307496465,81,310,3,5,Downtown
45185,Central Prepare,New Kevinberg,Villa,2,12.086451979402948,['Air Conditioning'],Summer,3390.312204941571,54,2,Single,Moderate,27.689382892786803,81,115,5,6,Suburb
12397,Job Fine,Andreastad,Cottage,5,16.995356616003296,"['Parking', 'Waterfront', 'Swimming Pool', 'Garden view', 'WiFi', 'Gym', 'Kitchen', 'Air Conditioning', 'Canal view', 'TV']",Summer,4437.3029485965235,78,7,King,Flexible,44.6242898520837,82,468,1,6,Waterfront
54595,Side Side,Fletchermouth,Cottage,3,20.208988391016458,"['Garden view', 'Gym', 'Air Conditioning', 'Kitchen', 'Canal view', 'TV', 'Parking', 'WiFi', 'Swimming Pool']",Summer,2992.177927288637,64,7,Double,Flexible,28.249837828796597,62,86,2,4,Downtown
66934,Write Organization,Rickview,Apartment,1,25.961161889618552,"['Air Conditioning', 'Waterfront', 'Canal view', 'Kitchen', 'Garden view', 'Parking', 'TV']",Winter,3418.484193004468,45,2,Double,Flexible,37.20509318508929,94,57,3,3,Waterfront
91674,Prevent Common,Lake Brandonhaven,House,3,28.933578250132086,"['Canal view', 'WiFi']",Summer,4611.737141437819,36,6,King,Strict,38.25776523708676,87,399,2,5,Suburb
42694,Protect Particularly,Wattsstad,Villa,3,15.229819106180166,['Canal view'],Winter,1974.0777317718073,88,4,Queen,Moderate,49.08181126307495,94,192,1,6,Suburb
52411,Civil Social,North Mollyville,Villa,5,21.310262146853024,"['TV', 'Kitchen', 'WiFi', 'Parking', 'Garden view', 'Canal view', 'Air Conditioning', 'Waterfront', 'Gym', 'Swimming Pool']",Summer,3349.6946254082713,26,8,Double,Strict,30.708580987695097,53,17,4,6,Waterfront
21015,Order Operation,Lake Rogershire,Villa,1,12.77526906407492,"['Gym', 'Waterfront', 'Parking']",Autumn,3029.796109177853,57,3,Single,Moderate,34.358211706645605,57,455,5,2,Waterfront
81980,Serve Any,East Melissa,House,4,12.966633167138191,"['Waterfront', 'Canal view', 'Gym']",Summer,3016.457777967711,52,8,Single,Flexible,16.56171648882331,93,481,3,8,Downtown
1803,East Weight,East Denise,Villa,2,15.735193490833474,"['Kitchen', 'TV', 'Garden view']",Winter,2604.774983520048,16,3,Single,Strict,47.244461051237934,56,298,5,3,Suburb
74159,Husband Throughout,Myersmouth,Villa,2,23.499740006388024,"['WiFi', 'Canal view']",Summer,3744.8359784090308,56,6,Double,Moderate,39.31390082107827,66,232,5,5,Waterfront
49772,Fine Need,Port Hayleytown,Villa,2,23.611209957320675,"['TV', 'Kitchen', 'Canal view', 'WiFi', 'Garden view', 'Swimming Pool', 'Gym', 'Air Conditioning']",Autumn,381.38728815971706,31,6,Queen,Moderate,39.54403214597035,86,319,4,6,Mountain View
6540,Miss Him,Port Savannahchester,Villa,4,19.895346040226705,"['WiFi', 'Gym', 'Canal view', 'Kitchen', 'Waterfront']",Winter,3060.345260315737,42,5,Double,Strict,31.22520556813903,56,318,1,6,Suburb
40914,Reach Suffer,New Christopherberg,Villa,1,17.697500214285185,"['Gym', 'Swimming Pool', 'Garden view', 'TV', 'Waterfront', 'Air Conditioning', 'Canal view']",Autumn,1599.5797269049488,11,1,King,Flexible,26.07545093825443,97,44,4,3,Suburb
84875,Model Avoid,Port Joseph,Cottage,4,13.91012641804621,"['Air Conditioning', 'Kitchen', 'Swimming Pool', 'Waterfront', 'Garden view', 'Gym']",Winter,2236.4042897664935,99,4,Double,Strict,32.07642372053603,95,207,4,7,Waterfront
73043,Student Side,South Janetchester,House,3,14.708768567533939,"['Canal view', 'Kitchen', 'Garden view', 'Parking', 'WiFi', 'Swimming Pool', 'Waterfront', 'Gym', 'TV', 'Air Conditioning']",Autumn,935.6920821161508,70,4,Queen,Strict,12.385938606375003,90,49,2,7,Mountain View
99256,Green Point,Smithstad,Cottage,5,10.807272446700074,"['Swimming Pool', 'Gym', 'WiFi', 'Canal view', 'Waterfront', 'Air Conditioning', 'Parking', 'TV', 'Kitchen']",Summer,3677.784828221535,71,6,Double,Flexible,28.830892286959525,91,142,1,7,Suburb
37265,Ok Whole,East Daveview,Apartment,3,21.08125278907639,"['Waterfront', 'WiFi', 'Air Conditioning']",Winter,3197.3400941911627,84,3,King,Moderate,27.29668210094269,52,185,3,6,Downtown
18690,Draw Agreement,Lake Amberchester,Apartment,3,15.488818314688794,"['Waterfront', 'Canal view', 'Garden view', 'Kitchen', 'Air Conditioning', 'TV', 'Swimming Pool']",Winter,2493.729984609796,23,6,Single,Moderate,41.22780621819022,99,129,4,6,Suburb
58422,Wide Forward,Smithville,House,5,18.49344266671425,"['Kitchen', 'Waterfront', 'Air Conditioning', 'WiFi', 'TV', 'Canal view', 'Swimming Pool', 'Gym', 'Garden view', 'Parking']",Autumn,1850.9214095710076,51,6,Single,Flexible,30.171161341498053,54,69,3,8,Suburb
37540,Thought Whatever,North Jeremiah,Apartment,2,23.167457469187937,"['Canal view', 'Parking', 'Gym', 'Kitchen', 'Air Conditioning']",Summer,3146.826126614269,26,6,Queen,Flexible,33.13687988160655,74,494,1,6,Suburb
7268,Purpose Evidence,Lake Matthewland,Cottage,2,24.06727694769081,"['Kitchen', 'WiFi', 'Gym', 'Garden view', 'Waterfront']",Winter,2022.203242320571,88,6,Single,Flexible,49.95918580262541,60,375,4,5,Suburb
4364,Tell Charge,East Juliefort,Cottage,5,12.237709136191988,"['Garden view', 'TV', 'WiFi', 'Parking', 'Kitchen']",Autumn,2715.1386264378866,34,8,Single,Moderate,44.96089640709032,94,166,1,9,Waterfront
62590,Picture Put,North Jennifer,Apartment,2,13.952955159793914,"['Kitchen', 'Gym', 'Waterfront', 'TV', 'Parking', 'Garden view', 'Air Conditioning', 'Swimming Pool', 'WiFi']",Winter,3855.445599184644,51,6,Double,Flexible,42.53181591122235,99,342,1,3,Downtown
54232,Common International,South Michelleville,House,5,13.436040979796278,"['Swimming Pool', 'Waterfront', 'Gym', 'WiFi', 'Kitchen']",Winter,4879.131213059702,53,7,King,Strict,40.54202008915896,88,408,5,6,Waterfront
73565,Room Start,Tinamouth,House,4,19.65481415207413,"['Air Conditioning', 'Garden view', 'Waterfront', 'Canal view', 'Kitchen', 'Parking', 'Swimming Pool']",Autumn,3598.245299184318,44,5,King,Moderate,24.371676754532583,91,68,5,5,Suburb
77600,His Production,North Christopher,Cottage,2,12.646867073963726,"['Swimming Pool', 'WiFi', 'Kitchen', 'Garden view', 'Air Conditioning', 'Waterfront', 'TV', 'Gym', 'Canal view']",Autumn,549.082438491961,100,6,King,Flexible,16.718987240249827,74,289,3,3,Waterfront
90502,News Public,East Luke,House,1,11.58426420162876,"['Swimming Pool', 'TV', 'Waterfront', 'WiFi', 'Air Conditioning', 'Garden view', 'Parking', 'Canal view']",Summer,1877.8563859078658,95,5,Double,Moderate,46.13131246601081,58,326,1,3,Downtown
41390,Computer Civil,Taylorfort,House,2,25.60773066601061,['Air Conditioning'],Summer,180.8329621231943,66,6,Single,Flexible,48.08890958547448,64,433,1,5,Waterfront
77669,News More,Port Ginastad,House,2,28.47475488347625,"['Garden view', 'Gym', 'Swimming Pool', 'Parking', 'Canal view', 'WiFi', 'Air Conditioning', 'Waterfront', 'Kitchen', 'TV']",Summer,1614.437314193353,76,5,King,Strict,42.816313451529425,71,137,1,5,Suburb
97590,Design Outside,Strongland,Apartment,3,14.76216525953593,"['Waterfront', 'Air Conditioning', 'WiFi', 'Gym', 'TV', 'Kitchen', 'Canal view', 'Swimming Pool']",Winter,2668.489467024612,91,3,Single,Strict,12.045767234015958,97,304,3,5,Mountain View
15674,Hit Scientist,North Donna,Apartment,3,28.366907071300872,"['Kitchen', 'Garden view', 'Air Conditioning', 'Parking', 'TV', 'Swimming Pool']",Summer,4051.729420084317,63,4,Double,Moderate,29.159156038267767,55,383,3,4,Suburb
85150,Production And,Johnsonshire,Apartment,4,23.273567474185,"['Swimming Pool', 'Parking']",Winter,4846.019330048347,72,4,Single,Flexible,16.622594653300908,84,180,2,6,Suburb
93667,Part Subject,South Thomas,House,3,22.506804972863307,"['Parking', 'Gym', 'TV', 'Waterfront', 'WiFi', 'Air Conditioning', 'Swimming Pool']",Winter,4184.359163719868,17,4,Single,Strict,21.769647125053496,53,67,4,5,Mountain View
82830,Develop Picture,New Ericastad,House,5,23.620207949374787,['WiFi'],Winter,1780.2203743856294,86,5,Double,Flexible,37.19645192976557,81,401,5,9,Waterfront
14173,College Own,Brentshire,Apartment,5,23.990264448046553,"['Parking', 'Gym', 'Garden view', 'WiFi', 'Kitchen', 'Waterfront', 'Canal view', 'Air Conditioning']",Summer,2572.1309232812036,80,6,Double,Strict,10.170208561013423,66,381,5,7,Waterfront
94808,Something Authority,Christopherton,House,4,16.783942015798715,"['Gym', 'Canal view', 'Garden view', 'Parking', 'Kitchen', 'TV', 'WiFi', 'Waterfront']",Winter,4827.280407702146,26,7,Double,Flexible,19.001204447851716,64,4,2,6,Waterfront
30066,Decade Nation,Carlosberg,Villa,3,28.40628297908358,"['Swimming Pool', 'Kitchen', 'Air Conditioning', 'Garden view', 'Waterfront', 'TV', 'Gym', 'Canal view', 'WiFi', 'Parking']",Autumn,4966.409250671991,17,6,Single,Moderate,38.62612262787567,87,287,3,7,Mountain View
83064,Keep Reveal,Harrismouth,House,2,27.16606812087974,"['Canal view', 'Kitchen', 'Air Conditioning', 'Gym']",Winter,2357.9473866653093,10,2,Queen,Flexible,35.96285166680276,83,347,4,3,Waterfront
64173,Stay Whose,East Susanhaven,Villa,3,21.367715509599485,"['Garden view', 'Waterfront', 'Canal view', 'Gym', 'Parking']",Winter,4966.167243951147,76,4,Double,Moderate,26.288848854599646,93,467,2,4,Downtown
43752,Big Agree,New Sarah,Apartment,1,28.542355146459364,"['Air Conditioning', 'Garden view']",Autumn,4451.815741970052,43,5,Single,Strict,31.94538246107895,97,6,3,4,Mountain View
88944,Sell Store,Woodborough,House,4,20.631878859416872,"['Gym', 'Waterfront', 'Swimming Pool', 'Air Conditioning', 'TV', 'Garden view']",Summer,2374.085259495534,12,8,King,Moderate,44.3909111346058,98,256,4,5,Suburb
87391,Eat Enjoy,New Julieland,House,1,17.5932978688386,"['Kitchen', 'Air Conditioning', 'Waterfront', 'TV', 'WiFi', 'Swimming Pool']",Autumn,2482.218999200723,92,3,King,Moderate,24.72595845778093,91,63,5,3,Suburb
4773,Pay Heart,Jaimeton,Villa,5,23.849880447502407,"['WiFi', 'Air Conditioning', 'TV', 'Parking', 'Garden view']",Summer,2444.253457368456,90,5,Double,Flexible,36.90724886816155,97,30,4,7,Downtown
53301,Everybody Stop,Colemanshire,House,1,29.868487914551437,"['Waterfront', 'WiFi', 'Parking', 'Gym', 'Canal view', 'Kitchen', 'Swimming Pool', 'TV', 'Air Conditioning', 'Garden view']",Summer,3697.131078358964,53,5,Single,Moderate,13.725861204683092,95,160,1,2,Mountain View
31095,Buy Assume,Lake Anthony,Villa,1,25.5993227106429,"['Canal view', 'Waterfront', 'Garden view', 'TV', 'Swimming Pool', 'Air Conditioning']",Autumn,599.9805665273057,89,3,Queen,Moderate,31.867600966886673,61,239,1,3,Mountain View
77429,Friend Church,Millershire,Cottage,1,10.726356129091938,"['Parking', 'Swimming Pool', 'Gym']",Autumn,3844.588982682571,38,4,Single,Flexible,15.423647410141044,97,194,4,5,Waterfront
68475,School Realize,North Lorihaven,Apartment,4,27.303172694975522,"['Swimming Pool', 'Waterfront', 'Kitchen', 'Parking', 'Gym', 'Air Conditioning', 'Canal view', 'WiFi', 'Garden view', 'TV']",Summer,1923.791641698693,28,6,Queen,Strict,16.358469774198007,60,174,1,8,Downtown
56971,Free Check,Kathleenhaven,Villa,5,25.48194359875633,"['Waterfront', 'Canal view', 'Parking', 'Garden view', 'Kitchen', 'TV', 'Gym', 'Air Conditioning', 'Swimming Pool', 'WiFi']",Winter,2220.4993045300093,37,6,Single,Moderate,29.341407145402027,96,280,5,6,Suburb
80621,Off Radio,Lake Marchaven,Apartment,2,29.072817768353417,"['Air Conditioning', 'Kitchen', 'Parking', 'Canal view', 'Waterfront', 'WiFi']",Winter,582.6020167980448,51,4,Queen,Strict,22.662161905163657,99,272,2,4,Suburb
23596,Trip Could,North Frederickside,Apartment,4,25.393559901489038,"['TV', 'WiFi', 'Air Conditioning', 'Parking', 'Garden view', 'Swimming Pool', 'Kitchen', 'Waterfront', 'Canal view']",Autumn,1290.2312304466461,12,6,Double,Strict,19.031554808402568,76,184,2,6,Suburb
24970,Become Cause,Mccartyland,Villa,2,16.089796874544888,"['Garden view', 'WiFi', 'Canal view', 'Gym', 'TV', 'Waterfront', 'Air Conditioning', 'Kitchen', 'Parking', 'Swimming Pool']",Winter,4174.185644915441,97,2,Single,Flexible,26.301626866477722,69,260,3,4,Waterfront
91484,Along Minute,Ramosfurt,Cottage,1,15.540943960122416,"['Air Conditioning', 'Parking', 'Canal view', 'Swimming Pool', 'Kitchen']",Autumn,906.9368802243094,17,3,Single,Strict,37.192808132915616,51,395,2,2,Mountain View
89412,Catch Organization,Michaelside,House,5,23.130670797648214,"['Air Conditioning', 'Canal view', 'Kitchen']",Summer,2221.9222346756565,79,7,King,Strict,24.557049957695977,52,460,3,7,Mountain View
38228,Approach After,Hernandezfort,Cottage,5,14.39073287842721,"['TV', 'Waterfront']",Autumn,4957.867464161553,25,8,Double,Strict,19.457753677918426,79,262,5,7,Downtown
84707,Word Month,New Michele,House,1,25.890305716014012,"['Canal view', 'Kitchen', 'Parking']",Summer,4632.482285191321,78,5,Double,Moderate,12.160999231719352,81,480,1,5,Waterfront
81176,Accept International,Carolmouth,House,1,23.416252608653572,"['Kitchen', 'TV', 'Canal view']",Autumn,3830.602533314784,98,4,Single,Moderate,35.543476520703216,92,129,4,5,Waterfront
39350,Class Positive,Teresachester,Villa,2,27.132040845549035,"['Waterfront', 'WiFi']",Summer,3680.4326838000925,96,6,Queen,Moderate,22.006505844706897,70,183,2,3,Mountain View
4018,Happy Fill,Williamsville,Cottage,5,10.527325272043758,"['TV', 'Canal view', 'Air Conditioning', 'Waterfront']",Winter,3550.7125744455175,62,9,King,Moderate,17.276253418228627,85,361,4,7,Mountain View
6084,Consumer College,Ramosfurt,Cottage,3,19.266056832385164,['Kitchen'],Summer,1591.767728654139,93,4,Single,Strict,18.733774915862952,56,73,3,6,Downtown
40295,Official Culture,South Rayton,Cottage,1,16.859456299628164,"['Gym', 'Parking', 'Garden view', 'Canal view', 'Waterfront', 'Kitchen', 'TV']",Autumn,4705.250954691785,88,3,Double,Strict,16.857232395032035,73,114,3,5,Suburb
92952,Example Everybody,New Meghanfort,Apartment,2,28.199098790566726,"['TV', 'WiFi', 'Waterfront', 'Air Conditioning', 'Kitchen', 'Garden view', 'Gym']",Autumn,2968.2428668652965,33,3,King,Strict,35.745843724327095,52,283,3,4,Mountain View
70143,Name Science,Hayleyborough,Apartment,4,19.131798688013518,"['Waterfront', 'Canal view', 'Air Conditioning', 'TV', 'Gym']",Autumn,4108.086219134335,64,7,Queen,Strict,26.59651908880011,75,165,1,8,Suburb
73194,But Interest,Kingchester,House,3,17.567228846085435,"['Kitchen', 'Swimming Pool', 'Parking', 'TV', 'WiFi', 'Waterfront']",Winter,2959.4565904912597,85,4,King,Strict,49.56007116765532,59,484,2,7,Waterfront
68724,Four Best,North Judithtown,Cottage,1,13.092327627110993,['Waterfront'],Autumn,1708.445164142426,78,5,Queen,Flexible,45.33547732763868,89,452,4,4,Waterfront
19166,Play Someone,New Michele,House,2,10.04854841720897,"['Canal view', 'Kitchen', 'Swimming Pool', 'Waterfront', 'Garden view', 'Gym']",Summer,1143.355038288724,55,4,King,Moderate,30.71556280699241,96,274,5,3,Suburb
63988,Sign Road,Port Sydneyfurt,Cottage,3,17.040814154008736,"['Swimming Pool', 'TV', 'Parking', 'Kitchen', 'WiFi', 'Garden view', 'Waterfront', 'Air Conditioning', 'Gym']",Autumn,2826.553063306236,31,7,Double,Moderate,25.932538057407506,82,281,3,6,Suburb
12231,Left Despite,Port Cherylside,Cottage,2,18.832224308556608,"['Canal view', 'Swimming Pool', 'Waterfront', 'TV', 'WiFi', 'Parking', 'Air Conditioning', 'Garden view', 'Gym', 'Kitchen']",Winter,1733.1294132674575,93,6,Double,Flexible,19.93964311121602,95,351,2,5,Waterfront
50982,Above Quite,East Katie,House,5,14.975402099356582,"['Parking', 'Gym', 'Canal view', 'Waterfront', 'Air Conditioning', 'Swimming Pool', 'Kitchen', 'WiFi', 'TV']",Summer,3658.6259850419815,82,7,Double,Flexible,10.774197430638136,99,107,3,8,Mountain View
65820,Truth Benefit,West Timothyburgh,Cottage,3,24.62155510776035,"['TV', 'Swimming Pool', 'Waterfront', 'Air Conditioning']",Winter,4798.731224470119,56,5,Double,Moderate,40.80085390431684,60,474,1,5,Suburb
86397,Security Professional,Jenniferburgh,Villa,4,22.038054092707636,"['Waterfront', 'Swimming Pool', 'Gym', 'Kitchen']",Autumn,2295.503523232303,28,4,Single,Moderate,30.943546208067794,97,45,5,6,Suburb
62525,Speak Happy,Walkerfort,Apartment,1,16.0001496603561,"['Parking', 'Canal view', 'Kitchen', 'Waterfront', 'Air Conditioning', 'WiFi', 'Swimming Pool']",Summer,3224.4863795470837,21,1,King,Strict,37.025004241191425,60,370,3,3,Downtown
4071,Foot Something,Brittneyside,Cottage,5,22.141932640078405,"['Canal view', 'Kitchen', 'Parking', 'WiFi', 'Gym']",Winter,1019.9337156399803,14,9,Queen,Strict,32.90599858782775,70,444,4,6,Suburb
81109,Do Summer,Jordanshire,House,2,21.16225873240007,"['Canal view', 'Waterfront', 'WiFi', 'Garden view', 'Parking']",Summer,3240.602129131775,80,5,Double,Flexible,17.64712204762872,68,15,5,5,Downtown
15967,Side Foreign,South Alexandria,House,2,21.674509692738837,"['Parking', 'TV', 'Canal view', 'Air Conditioning', 'WiFi', 'Kitchen', 'Swimming Pool', 'Garden view', 'Waterfront']",Summer,4715.657925893093,88,3,Queen,Flexible,18.855319683484918,50,458,4,5,Suburb
